7,93,1
10,91,1
7,92,1
7,95,1
6,96,1
8,91,1
8,95,1
10,93,1
10,95,1
6,94,1
8,92,1
7,93,1
9,95,1
7,92,1
9,95,1
9,92,1
10,96,1
7,96,1
10,95,1
7,91,1
9,92,1
9,93,1
7,95,1
7,95,1
7,96,1
7,95,1
10,93,1
10,95,1
6,96,1
7,91,1
6,96,1
6,92,1
10,91,1
8,95,1
7,91,1
8,94,1
10,91,1
9,95,1
6,94,1
10,95,1
10,90,2
8,89,2
1,88,2
5,89,2
2,88,2
10,90,2
8,90,2
5,87,2
10,88,2
1,88,2
8,89,2
4,87,2
3,88,2
10,87,2
4,88,2
6,88,2
2,87,2
8,90,2
7,90,2
1,90,2
7,90,2
1,88,2
8,89,2
10,90,2
1,90,2
3,87,2
10,90,2
4,88,2
5,89,2
2,89,2
4,88,2
6,89,2
9,90,2
2,89,2
7,89,2
6,89,2
4,89,2
9,87,2
2,88,2
6,90,2
12,91,2
11,95,2
11,91,2
13,91,2
11,93,2
12,92,2
13,93,2
13,91,2
12,94,2
14,94,2
12,94,2
11,92,2
14,91,2
13,92,2
12,93,2
12,95,2
14,93,2
11,94,2
14,93,2
14,91,2
11,92,2
12,91,2
11,91,2
13,95,2
11,92,2
14,95,2
14,91,2
11,94,2
13,92,2
13,92,2
11,95,2
11,95,2
12,94,2
12,94,2
14,94,2
14,94,2
11,93,2
14,91,2
13,92,2
14,95,2
3,86,3
7,87,3
10,86,3
10,87,3
8,87,3
9,85,3
1,87,3
2,86,3
3,87,3
4,85,3
3,85,3
9,85,3
3,86,3
3,86,3
6,86,3
6,87,3
10,85,3
4,86,3
8,85,3
4,86,3
8,87,3
4,86,3
2,87,3
3,85,3
6,85,3
1,87,3
2,87,3
4,85,3
10,85,3
1,87,3
3,87,3
3,86,3
9,85,3
6,86,3
9,85,3
7,86,3
7,87,3
6,85,3
1,85,3
4,87,3
13,91,3
13,88,3
14,89,3
14,91,3
11,88,3
12,90,3
12,89,3
11,92,3
12,88,3
12,90,3
14,89,3
13,92,3
12,88,3
12,91,3
12,91,3
13,90,3
13,90,3
13,90,3
13,88,3
14,91,3
12,91,3
13,92,3
11,88,3
14,89,3
14,90,3
13,89,3
13,89,3
14,89,3
13,88,3
12,92,3
14,88,3
12,90,3
12,90,3
14,90,3
13,89,3
11,91,3
12,90,3
12,91,3
11,90,3
11,90,3
15,93,3
15,93,3
15,93,3
17,96,3
18,94,3
16,96,3
17,96,3
15,95,3
17,94,3
16,96,3
15,94,3
17,94,3
18,96,3
16,94,3
18,96,3
18,95,3
18,93,3
15,93,3
15,93,3
17,95,3
17,94,3
15,95,3
16,95,3
15,93,3
16,93,3
15,96,3
15,96,3
18,93,3
16,95,3
17,95,3
17,95,3
15,93,3
17,93,3
16,93,3
15,93,3
15,95,3
15,94,3
17,94,3
18,94,3
17,94,3
6,83,4
5,83,4
1,82,4
5,82,4
7,83,4
1,84,4
10,85,4
1,85,4
3,83,4
8,84,4
5,84,4
7,85,4
4,82,4
6,83,4
2,84,4
3,84,4
10,85,4
5,85,4
6,85,4
4,84,4
8,85,4
3,85,4
7,85,4
3,84,4
2,83,4
10,82,4
6,83,4
8,84,4
6,84,4
10,85,4
4,83,4
9,84,4
3,83,4
8,83,4
9,83,4
9,82,4
5,85,4
1,82,4
9,83,4
5,82,4
14,87,4
12,88,4
11,86,4
14,88,4
11,86,4
13,86,4
13,88,4
14,87,4
14,88,4
11,88,4
12,88,4
11,86,4
11,88,4
14,88,4
14,88,4
11,88,4
11,88,4
13,86,4
11,86,4
14,88,4
12,87,4
14,87,4
11,88,4
11,86,4
11,87,4
14,88,4
13,86,4
13,86,4
12,87,4
14,88,4
13,88,4
12,87,4
11,88,4
14,87,4
12,86,4
14,88,4
12,86,4
11,88,4
13,88,4
13,86,4
15,92,4
17,92,4
17,91,4
17,90,4
15,90,4
15,89,4
18,91,4
16,89,4
15,92,4
17,90,4
16,89,4
18,90,4
16,89,4
16,92,4
17,92,4
17,89,4
17,92,4
15,90,4
15,90,4
17,92,4
17,90,4
15,90,4
17,89,4
16,92,4
18,89,4
16,90,4
16,92,4
15,90,4
15,91,4
15,89,4
16,90,4
15,90,4
16,92,4
18,89,4
17,90,4
18,92,4
16,91,4
17,92,4
16,92,4
18,92,4
22,93,4
19,94,4
19,94,4
20,96,4
22,95,4
19,95,4
21,94,4
19,96,4
21,96,4
21,95,4
20,96,4
22,93,4
21,95,4
20,95,4
21,95,4
21,94,4
21,94,4
19,93,4
20,93,4
19,94,4
22,93,4
22,94,4
22,94,4
19,94,4
22,93,4
20,93,4
20,93,4
20,95,4
20,93,4
20,93,4
20,94,4
19,95,4
19,95,4
22,96,4
19,96,4
22,93,4
21,96,4
21,93,4
22,93,4
20,93,4
1,82,5
8,80,5
6,82,5
8,82,5
6,82,5
10,80,5
9,80,5
6,81,5
7,81,5
8,80,5
2,80,5
8,81,5
5,82,5
5,82,5
10,82,5
1,80,5
3,80,5
3,80,5
7,80,5
7,81,5
4,80,5
8,81,5
3,80,5
1,80,5
8,80,5
5,82,5
8,80,5
10,80,5
7,80,5
7,81,5
8,81,5
5,82,5
6,81,5
1,82,5
7,81,5
9,80,5
4,80,5
7,80,5
4,80,5
3,80,5
13,83,5
13,84,5
13,85,5
11,85,5
14,83,5
12,84,5
11,83,5
14,85,5
12,85,5
11,85,5
11,83,5
12,83,5
11,85,5
11,83,5
12,85,5
