7,98,1
10,100,1
2,95,1
10,95,1
7,98,1
5,96,1
10,98,1
4,99,1
9,95,1
9,100,1
9,95,1
5,97,1
9,98,1
4,97,1
6,97,1
7,99,1
4,99,1
3,97,1
4,98,1
3,100,1
7,88,2
2,87,2
9,90,2
8,89,2
6,88,2
6,89,2
3,88,2
9,89,2
1,87,2
5,90,2
3,87,2
4,89,2
3,87,2
8,87,2
3,87,2
1,87,2
7,90,2
3,87,2
4,89,2
5,87,2
14,95,2
11,95,2
12,94,2
12,93,2
11,94,2
13,92,2
12,91,2
13,95,2
11,92,2
14,93,2
14,93,2
11,92,2
12,91,2
11,94,2
14,95,2
11,95,2
13,95,2
11,93,2
13,93,2
11,92,2
1,87,3
5,86,3
1,87,3
9,86,3
10,86,3
9,87,3
9,85,3
5,87,3
1,87,3
2,87,3
7,86,3
7,87,3
4,87,3
1,87,3
5,86,3
1,87,3
2,86,3
3,86,3
1,85,3
10,85,3
13,89,3
14,92,3
13,91,3
11,89,3
12,88,3
13,90,3
14,89,3
14,88,3
14,89,3
13,92,3
11,88,3
11,89,3
13,88,3
14,89,3
11,92,3
12,91,3
13,92,3
13,91,3
14,89,3
11,92,3
15,94,3
17,93,3
16,95,3
17,94,3
16,95,3
15,94,3
16,95,3
18,93,3
16,93,3
16,96,3
16,93,3
17,93,3
17,93,3
17,94,3
17,95,3
18,93,3
17,96,3
16,93,3
15,93,3
17,93,3
3,84,4
7,84,4
4,84,4
4,84,4
2,83,4
4,83,4
8,82,4
7,85,4
8,83,4
3,83,4
10,85,4
8,85,4
6,85,4
4,84,4
3,85,4
4,82,4
3,82,4
6,84,4
5,85,4
5,82,4
13,87,4
11,86,4
13,86,4
11,88,4
11,86,4
11,86,4
14,87,4
11,88,4
12,87,4
11,87,4
13,87,4
12,86,4
12,86,4
14,88,4
11,86,4
13,87,4
12,86,4
14,87,4
11,87,4
13,87,4
17,91,4
15,91,4
18,92,4
18,89,4
17,90,4
18,92,4
18,90,4
18,91,4
15,89,4
15,90,4
17,91,4
17,92,4
18,90,4
15,89,4
18,92,4
16,91,4
18,90,4
17,92,4
18,92,4
15,91,4
20,95,4
20,94,4
19,94,4
19,95,4
22,94,4
20,94,4
21,93,4
19,95,4
19,95,4
22,94,4
22,93,4
21,94,4
19,95,4
22,95,4
22,94,4
20,94,4
21,94,4
19,96,4
19,94,4
22,93,4
10,81,5
1,82,5
4,82,5
5,81,5
4,82,5
5,82,5
5,82,5
3,80,5
5,82,5
8,81,5
5,82,5
5,82,5
2,82,5
5,81,5
3,81,5
2,82,5
9,81,5
1,80,5
1,80,5
5,80,5
12,84,5
13,85,5
13,83,5
14,83,5
14,84,5
13,84,5
12,84,5
12,83,5
11,84,5
13,85,5
13,84,5
13,84,5
11,85,5
11,83,5
12,84,5
11,83,5
14,84,5
12,84,5
12,84,5
13,83,5
17,88,5
18,87,5
17,86,5
18,88,5
17,86,5
17,89,5
18,86,5
17,89,5
17,88,5
17,89,5
17,87,5
15,87,5
17,86,5
18,86,5
16,87,5
16,87,5
16,89,5
18,86,5
15,87,5
17,88,5
19,90,5
19,90,5
22,93,5
22,93,5
19,92,5
22,90,5
21,93,5
22,91,5
20,93,5
21,93,5
21,92,5
19,91,5
19,92,5
20,90,5
20,90,5
20,91,5
21,93,5
21,90,5
22,91,5
21,91,5
20,95,5
18,97,5
23,97,5
25,94,5
15,97,5
14,97,5
20,95,5
23,94,5
16,96,5
24,97,5
13,94,5
17,97,5
24,97,5
24,95,5
14,94,5
13,96,5
21,96,5
20,95,5
17,94,5
22,95,5
3,78,6
4,80,6
5,80,6
2,79,6
6,80,6
3,78,6
10,78,6
8,80,6
5,78,6
5,80,6
1,78,6
2,80,6
2,78,6
3,79,6
6,80,6
6,80,6
5,80,6
3,78,6
1,80,6
1,80,6
11,81,6
11,81,6
12,82,6
13,83,6
12,81,6
11,81,6
13,81,6
11,83,6
13,81,6
12,82,6
12,82,6
13,83,6
11,81,6
13,82,6
14,81,6
13,83,6
12,83,6
13,82,6
12,82,6
14,81,6
16,87,6
15,85,6
17,85,6
18,86,6
16,86,6
16,85,6
17,85,6
18,87,6
15,84,6
16,87,6
15,87,6
15,87,6
15,85,6
16,87,6
15,84,6
16,87,6
18,87,6
16,86,6
17,86,6
15,85,6
20,90,6
19,91,6
22,88,6
22,88,6
19,88,6
21,91,6
20,89,6
20,90,6
20,90,6
19,89,6
21,90,6
19,89,6
21,88,6
22,91,6
22,89,6
21,88,6
19,91,6
22,88,6
21,90,6
22,88,6
25,92,6
24,94,6
24,94,6
23,92,6
24,92,6
25,92,6
25,93,6
24,93,6
23,92,6
24,94,6
24,94,6
23,94,6
23,94,6
25,94,6
24,93,6
23,93,6
23,94,6
23,92,6
23,92,6
23,93,6
27,95,6
28,97,6
26,95,6
27,95,6
26,95,6
26,95,6
27,97,6
26,97,6
26,95,6
28,96,6
26,96,6
26,97,6
28,97,6
26,96,6
27,97,6
26,96,6
27,96,6
28,95,6
28,95,6
27,95,6
1,74,7
2,71,7
2,70,7
3,75,7
5,75,7
2,72,7
6,74,7
2,73,7
9,72,7
8,75,7
2,72,7
6,70,7
1,70,7
2,74,7
3,70,7
5,73,7
2,75,7
9,71,7
1,71,7
5,72,7
11,80,7
